13743,58763c32fe4a44b7ada7b7837bb59a85
13744,fdce5ea46191432e8f5df5f13ba15b74
13745,46c5bcdfac8347449d46aff694060ac5
13746,48ce9c55ffb544ef8cc60d1092d0e7d6
13747,a01ebf2e64b34444b52a56de3f744966
13748,0e0e624accaa4af7b9f4b145b92309e5
13749,1799e5a3470941439dbedb98e06eb4a6
13750,d2f8fda11c4548efa7de3556bbde9e65
13751,22e2acfd4eee4af48829e1193cfb6bdd
13752,711a23050b5b4dbd84d8196ad48310a8
13753,563d394c465f4f62a714b20198e65eee
13754,3ab949a63f9a447ab392ed253aaacf6d
13755,9a25d8290f3f4c55a26bee1913a8b0ee
13756,6cf8dcf375f84b60883570d045df4f96
13757,732a5445b8f94b9897d746b3a015eb08
13758,b3815e015fd3453ea7f0a7868743872d
13759,9253d7b9fcf64a19a3f61f173bdb8ba3
13760,76b3839288e64ab1a86fb41aae620d34
13761,9bf00f738ea145c59d4dbedf09467fd9
13762,36490b68180e49a0956b8a3ca37b7f94
13763,48aa0e73911d4f2994a99f553f90978b
13764,5006b546c65142638128aa8e0b030dc3
13765,b5259a25083d4c9c9660494d15949c83
13766,109653e70c854a5e8e74b8d1500e18fc
13767,d176fcb15c5b4c08ac918431ab7c9add
13768,762d9637b9df4d2996db15cfda1de045
13769,b979861ecace48f79497bd36d3f4c74a
13770,fbd0dcfe29f44ae1a9e5e497ed360aaa
13771,6237e9ac050a4482888811269448b7e9
13772,3c8bdb6fa24147af93fc3870383aa714
13773,906a6ea79f454ba08d4a654b77cb4b04
13774,bee816172704465fb0bc11a65b7002c7
13775,274a4069d6fe474398559f9aee23d3c0
13776,08eb01f970f34e389240a53d645ecc40
13777,4459cd8baa7c48278de8efd9f641cc0e
13778,42f5a755be564023950177238b03377d
13779,13f2f3a1894f4b65bc001fc5bbf1c80d
13780,45c6a6ba524b4f029a30c9d9c4529dfb
13781,0ca4805e2151408395962bf71b9572bc
13782,bf1b4df3abb3475d8550310039fed876
13783,2f1604b1b24f42f9af974c20886fab4c
13784,b8a69665e08447b09754ec2c75d7d23b
